report_year,Population,Violent,Homicides,Rapes,Assaults,Robberies,Total_CrimeRate,Homicides_Rate,Rapes Rate,Assaults_Rate,Robberies_Rate
1975,286238,2383,30,181,1353,819,832.5,10.5,63.2,472.7,286.1
1975,112478,278,5,28,132,113,247.2,4.5,24.9,117.4,100.5
1975,490584,8033,185,443,3518,3887,1637.4,37.7,90.3,717.1,792.3
1975,116656,611,7,44,389,171,523.8,6.0,37.7,333.5,146.6
1975,300400,1215,33,190,463,529,404.5,11.0,63.3,154.1,176.1
1975,642154,1259,25,137,347,750,196.1,3.9,21.3,54.0,116.8
1975,864100,16086,259,463,6309,9055,1861.6,30.0,53.6,730.1,1047.9
1975,616120,11386,119,453,3036,7778,1848.0,19.3,73.5,492.8,1262.4
1975,422276,3350,63,192,755,2340,793.3,14.9,45.5,178.8,554.1
1975,262103,1937,68,71,976,822,739.0,25.9,27.1,372.4,313.6
1975,3150000,37160,818,1657,12514,22171,1179.7,26.0,52.6,397.3,703.8
1975,433367,3578,64,261,1508,1745,825.6,14.8,60.2,348.0,402.7
1975,659931,10403,288,491,2524,7100,1576.4,43.6,74.4,382.5,1075.9
1975,572797,3980,62,416,1100,2402,694.8,10.8,72.6,192.0,419.4
1975,864665,7655,237,547,3485,3386,885.3,27.4,63.3,403.1,391.6
1975,508140,4960,74,480,1838,2568,976.1,14.6,94.5,361.7,505.4
1975,1432444,30387,633,1424,7013,21317,2121.3,44.2,99.4,489.6,1488.2
1975,369000,1618,21,122,635,840,438.5,5.7,33.1,172.1,227.6
1975,487905,805,21,104,247,433,165.0,4.3,21.3,50.6,88.8
1975,381275,1939,69,169,494,1207,508.6,18.1,44.3,129.6,316.6
1975,176500,1141,25,84,465,567,646.5,14.2,47.6,263.5,321.3
1975,705262,1596,58,169,319,1050,226.3,8.2,24.0,45.2,148.9
1975,1372342,8924,347,588,1567,6422,650.3,25.3,42.9,114.2,468.0
1975,503411,4655,95,351,1117,3092,924.7,18.9,69.7,221.9,614.2
1975,542792,4579,91,316,2445,1727,843.6,16.8,58.2,450.5,318.2
1975,489094,6072,114,302,2575,3081,1241.5,23.3,61.8,526.5,629.9
1975,249186,2594,37,169,1043,1345,1041.0,14.9,67.8,418.6,539.8
1975,340758,3189,54,169,1007,1959,935.9,15.9,49.6,295.5,574.9
1975,1022888,9792,138,471,6128,3055,957.3,13.5,46.1,599.1,298.7
1975,2729878,30405,554,1768,13493,14590,1113.8,20.3,64.8,494.3,534.5
1975,646483,5429,120,521,1805,2983,839.8,18.6,80.6,279.2,461.4
1975,113176,267,2,22,145,98,235.9,1.8,19.4,128.1,86.6
1975,619795,6702,94,174,4008,2426,1081.3,15.2,28.1,646.7,391.4
1975,350742,6213,98,178,3280,2657,1771.4,27.9,50.8,935.2,757.5
1975,674369,3204,70,146,1020,1968,475.1,10.4,21.7,151.3,291.8
1975,405378,3326,47,307,1134,1838,820.5,11.6,75.7,279.7,453.4
1975,496092,967,19,84,286,578,194.9,3.8,16.9,57.7,116.5
1975,449600,3158,93,110,952,2003,702.4,20.7,24.5,211.7,445.5
1975,1100426,993,18,33,256,686,90.2,1.6,3.0,23.3,62.3
1975,571934,5993,158,237,2002,3596,1047.9,27.6,41.4,350.0,628.7
1975,7422506,132182,1645,3866,43481,83190,1780.8,22.2,52.1,585.8,1120.8
1975,372663,7136,122,297,2444,4273,1914.9,32.7,79.7,655.8,1146.6
1975,337748,5900,111,316,2288,3185,1746.9,32.9,93.6,677.4,943.0
1975,384081,2666,61,249,1364,992,694.1,15.9,64.8,355.1,258.3
1975,391389,2540,36,178,1115,1211,649.0,9.2,45.5,284.9,309.4
1975,118457,1116,21,86,705,304,942.1,17.7,72.6,595.2,256.6
1975,1883253,16332,435,716,4776,10405,867.2,23.1,38.0,253.6,552.5
1975,668046,4649,75,311,2325,1938,695.9,11.2,46.6,348.0,290.1
1975,479083,4967,63,237,1923,2744,1036.8,13.2,49.5,401.4,572.8
1975,373126,4076,48,287,1898,1843,1092.4,12.9,76.9,508.7,493.9
1975,569452,4147,46,261,1693,2147,728.2,8.1,45.8,297.3,377.0
1975,149940,721,17,20,463,221,480.9,11.3,13.3,308.8,147.4
1975,262994,2412,42,155,1087,1128,917.1,16.0,58.9,413.3,428.9
1975,180000,1070,11,99,378,582,594.4,6.1,55.0,210.0,323.3
1975,768814,4222,131,275,2086,1730,549.2,17.0,35.8,271.3,225.0
1975,768713,3859,64,229,1367,2199,502.0,8.3,29.8,177.8,286.1
1975,669977,9137,138,547,2765,5687,1363.8,20.6,81.6,412.7,848.8
1975,549367,2116,40,234,955,887,385.2,7.3,42.6,173.8,161.5
1975,503500,3971,52,324,1492,2103,788.7,10.3,64.4,296.3,417.7
1975,569000,10563,240,462,3573,6288,1856.4,42.2,81.2,627.9,1105.1
1975,1217700,964,13,90,330,531,79.2,1.1,7.4,27.1,43.6
1975,291103,3168,67,162,1545,1394,1088.3,23.0,55.7,530.7,478.9
1975,340500,1810,23,137,943,707,531.6,6.8,40.2,277.0,207.6
1975,347600,1768,39,136,1012,581,508.6,11.2,39.1,291.1,167.2
1975,217192,452,22,38,198,194,208.1,10.1,17.5,91.2,89.3
1975,716000,12704,235,520,2812,9137,1774.3,32.8,72.6,392.7,1276.1
1975,259240,1137,36,53,408,640,438.6,13.9,20.4,157.4,246.9
1976,292265,2420,28,186,1335,871,828.0,9.6,63.6,456.8,298.0
1976,107470,274,5,30,140,99,255.0,4.7,27.9,130.3,92.1
1976,457300,7529,154,477,3518,3380,1646.4,33.7,104.3,769.3,739.1
1976,132000,546,2,40,338,166,413.6,1.5,30.3,256.1,125.8
1976,284908,1202,24,181,479,518,421.9,8.4,63.5,168.1,181.8
1976,642369,1798,19,142,949,688,279.9,3.0,22.1,147.7,107.1
1976,860974,14191,200,460,5776,7755,1648.3,23.2,53.4,670.9,900.7
1976,619437,9888,81,392,3290,6125,1596.3,13.1,63.3,531.1,988.8
1976,425101,3091,54,202,898,1937,727.1,12.7,47.5,211.2,455.7
1976,274020,1895,52,84,1028,731,691.6,19.0,30.7,375.2,266.8
1976,3134499,30640,814,1179,11070,17577,977.5,26.0,37.6,353.2,560.8
1976,427045,3461,56,263,1617,1525,810.5,13.1,61.6,378.7,357.1
1976,642298,8496,236,498,2309,5453,1322.8,36.7,77.5,359.5,849.0
1976,595500,3287,53,328,985,1921,552.0,8.9,55.1,165.4,322.6
1976,888450,7244,230,591,3310,3113,815.4,25.9,66.5,372.6,350.4
1976,523676,4107,86,383,1596,2042,784.3,16.4,73.1,304.8,389.9
1976,1334100,29699,663,1230,6593,21213,2226.1,49.7,92.2,494.2,1590.1
1976,361413,1573,25,118,638,792,435.2,6.9,32.7,176.5,219.1
1976,524272,708,17,84,270,337,135.0,3.2,16.0,51.5,64.3
1976,364302,1732,70,174,503,985,475.4,19.2,47.8,138.1,270.4
1976,177900,1267,28,55,461,723,712.2,15.7,30.9,259.1,406.4
1976,718424,1696,40,164,380,1112,236.1,5.6,22.8,52.9,154.8
1976,1477000,8045,321,690,1503,5531,544.7,21.7,46.7,101.8,374.5
1976,494730,4144,68,347,1363,2366,837.6,13.7,70.1,275.5,478.2
1976,543839,4443,90,279,2516,1558,817.0,16.6,51.3,462.6,286.5
1976,488012,5578,95,350,2723,2410,1143.0,19.5,71.7,558.0,493.8
1976,265347,2473,35,151,1011,1276,932.0,13.2,56.9,381.0,480.9
1976,340900,2950,69,200,978,1703,865.4,20.2,58.7,286.9,499.6
1976,1027865,10104,155,564,6662,2723,983.0,15.1,54.9,648.1,264.9
1976,2739100,31960,501,2047,15187,14225,1166.8,18.3,74.7,554.5,519.3
1976,649819,4780,113,472,1766,2429,735.6,17.4,72.6,271.8,373.8
1976,100763,311,5,15,202,89,308.7,5.0,14.9,200.5,88.3
1976,649499,6787,70,216,4562,1939,1045.0,10.8,33.3,702.4,298.5
1976,338721,5172,84,145,2630,2313,1526.9,24.8,42.8,776.5,682.9
1976,652517,2692,57,168,846,1621,412.6,8.7,25.8,129.7,248.4
1976,397421,2954,27,300,1220,1407,743.3,6.8,75.5,307.0,354.0
1976,480055,932,26,85,257,564,194.1,5.4,17.7,53.5,117.5
1976,445979,2831,74,129,906,1722,634.8,16.6,28.9,203.2,386.1
1976,1053093,887,20,23,185,659,84.2,1.9,2.2,17.6,62.6
1976,557327,4810,170,264,1776,2600,863.1,30.5,47.4,318.7,466.5
1976,7530493,134153,1622,3400,42948,86183,1781.5,21.5,45.2,570.3,1144.5
1976,367886,6565,99,323,2309,3834,1784.5,26.9,87.8,627.6,1042.2
1976,333100,5514,98,309,2213,2894,1655.4,29.4,92.8,664.4,868.8
1976,376522,2360,36,228,1326,770,626.8,9.6,60.6,352.2,204.5
1976,388592,2008,19,193,1008,788,516.7,4.9,49.7,259.4,202.8
1976,116848,1118,17,98,676,327,956.8,14.6,83.9,578.5,279.9
1976,1916665,13113,338,764,4225,7786,684.2,17.6,39.9,220.4,406.2
1976,669005,3856,53,240,2078,1485,576.4,7.9,35.9,310.6,222.0
1976,487106,4621,62,287,1853,2419,948.7,12.7,58.9,380.4,496.6
1976,379818,4304,39,322,2030,1913,1133.2,10.3,84.8,534.5,503.7
1976,578318,3869,37,280,1611,1941,669.0,6.4,48.4,278.6,335.6
1976,148093,531,11,29,353,138,358.6,7.4,19.6,238.4,93.2
1976,260700,2799,52,192,1368,1187,1073.7,20.0,73.7,524.7,455.3
1976,175400,959,11,102,364,482,546.8,6.3,58.2,207.5,274.8
1976,753069,3285,119,263,1641,1262,436.2,15.8,34.9,217.9,167.6
1976,773400,4118,59,233,1555,2271,532.5,7.6,30.1,201.1,293.6
1976,665000,10756,130,619,3379,6628,1617.4,19.6,93.1,508.1,996.7
1976,557700,2523,37,296,1223,967,452.4,6.6,53.1,219.3,173.4
1976,503500,4128,42,322,1601,2163,819.9,8.3,64.0,318.0,429.6
1976,534206,9574,182,489,3600,5303,1792.2,34.1,91.5,673.9,992.7
1976,1177192,1810,34,126,671,979,153.8,2.9,10.7,57.0,83.2
1976,274568,2935,42,162,1706,1025,1069.0,15.3,59.0,621.3,373.3
1976,340927,1464,24,136,750,554,429.4,7.0,39.9,220.0,162.5
1976,349516,1747,27,131,1197,392,499.8,7.7,37.5,342.5,112.2
1976,216176,481,12,59,253,157,222.5,5.6,27.3,117.0,72.6
1976,702000,10399,188,508,2659,7044,1481.3,26.8,72.4,378.8,1003.4
1976,256455,1114,19,111,470,514,434.4,7.4,43.3,183.3,200.4
1977,292341,2390,31,207,1398,754,817.5,10.6,70.8,478.2,257.9
1977,112994,389,4,34,266,85,344.3,3.5,30.1,235.4,75.2
1977,440300,7595,138,510,3593,3354,1725.0,31.3,115.8,816.0,761.8
1977,137200,585,3,42,374,166,426.4,2.2,30.6,272.6,121.0
1977,321900,1260,33,187,528,512,391.4,10.3,58.1,164.0,159.1
1977,643363,4010,22,162,3109,717,623.3,3.4,25.2,483.2,111.5
1977,827494,14283,171,499,6050,7563,1726.1,20.7,60.3,731.1,914.0
1977,619321,9422,75,408,3284,5655,1521.3,12.1,65.9,530.3,913.1
1977,415352,3945,45,236,1842,1822,949.8,10.8,56.8,443.5,438.7
1977,262314,2245,47,119,1465,614,855.8,17.9,45.4,558.5,234.1
1977,3086806,28873,823,1227,10311,16512,935.4,26.7,39.8,334.0,534.9
1977,423671,3439,72,291,1451,1625,811.7,17.0,68.7,342.5,383.6
1977,638793,9421,249,508,2198,6466,1474.8,39.0,79.5,344.1,1012.2
1977,568800,3238,69,331,1086,1752,569.3,12.1,58.2,190.9,308.0
1977,873700,8899,224,637,4401,3637,1018.5,25.6,72.9,503.7,416.3
1977,520200,5032,73,466,2005,2488,967.3,14.0,89.6,385.4,478.3
1977,1316352,24070,479,1277,6482,15832,1828.5,36.4,97.0,492.4,1202.7
1977,386000,1560,32,107,597,824,404.2,8.3,27.7,154.7,213.5
1977,517610,841,13,89,320,419,162.5,2.5,17.2,61.8,81.0
1977,383028,2561,102,208,1119,1132,668.6,26.6,54.3,292.2,295.5
1977,182629,1673,52,71,592,958,916.1,28.5,38.9,324.2,524.6
1977,721983,1660,46,176,357,1081,229.9,6.4,24.4,49.5,149.7
1977,1613303,9304,376,965,1810,6153,576.7,23.3,59.8,112.2,381.4
1977,509000,3785,80,346,1220,2139,743.6,15.7,68.0,239.7,420.2
1977,528698,4171,77,299,2329,1466,788.9,14.6,56.6,440.5,277.3
1977,492055,5616,97,325,2868,2326,1141.3,19.7,66.1,582.9,472.7
1977,279791,2729,59,183,1068,1419,975.4,21.1,65.4,381.7,507.2
1977,346662,3391,75,226,1094,1996,978.2,21.6,65.2,315.6,575.8
1977,1040180,10589,173,631,6822,2963,1018.0,16.6,60.7,655.9,284.9
1977,2785393,33676,576,2339,15515,15246,1209.0,20.7,84.0,557.0,547.4
1977,667150,5231,105,581,1796,2749,784.1,15.7,87.1,269.2,412.1
1977,116400,385,4,34,264,83,330.8,3.4,29.2,226.8,71.3
1977,657954,7204,90,277,4676,2161,1094.9,13.7,42.1,710.7,328.4
1977,333713,5346,84,178,2637,2447,1602.0,25.2,53.3,790.2,733.3
1977,640489,2535,54,213,879,1389,395.8,8.4,33.3,137.2,216.9
1977,390294,3130,38,324,1116,1652,802.0,9.7,83.0,285.9,423.3
1977,491003,916,14,105,313,484,186.6,2.9,21.4,63.8,98.6
1977,456589,2957,82,187,1000,1688,647.6,18.0,41.0,219.0,369.7
1977,1044946,1058,19,48,257,734,101.3,1.8,4.6,24.6,70.2
1977,587776,5947,173,360,2135,3279,1011.8,29.4,61.3,363.2,557.9
1977,7481613,121916,1557,3899,42056,74404,1629.5,20.8,52.1,562.1,994.5
1977,351412,6175,92,324,2556,3203,1757.2,26.2,92.2,727.4,911.5
1977,339264,5764,94,366,2267,3037,1699.0,27.7,107.9,668.2,895.2
1977,373570,2695,67,251,1602,775,721.4,17.9,67.2,428.8,207.5
1977,367281,1918,31,172,906,809,522.2,8.4,46.8,246.7,220.3
1977,118374,1143,15,85,769,274,965.6,12.7,71.8,649.6,231.5
1977,1897706,12047,323,771,3954,6999,634.8,17.0,40.6,208.4,368.8
1977,682200,4295,70,316,2315,1594,629.6,10.3,46.3,339.3,233.7
1977,482413,4572,52,252,1729,2539,947.7,10.8,52.2,358.4,526.3
1977,385230,3973,41,337,1892,1703,1031.3,10.6,87.5,491.1,442.1
1977,550201,3724,51,264,1476,1933,676.8,9.3,48.0,268.3,351.3
1977,152840,571,10,39,402,120,373.6,6.5,25.5,263.0,78.5
1977,265220,2915,41,205,1393,1276,1099.1,15.5,77.3,525.2,481.1
1977,180122,1064,12,112,461,479,590.7,6.7,62.2,255.9,265.9
1977,764217,3755,146,273,1876,1460,491.4,19.1,35.7,245.5,191.1
1977,788621,4414,50,298,1585,2481,559.7,6.3,37.8,201.0,314.6
1977,676625,9367,141,595,3208,5423,1384.4,20.8,87.9,474.1,801.5
1977,568303,2670,41,322,1276,1031,469.8,7.2,56.7,224.5,181.4
1977,500000,4156,35,370,1987,1764,831.2,7.0,74.0,397.4,352.8
1977,512059,9726,195,473,4115,4943,1899.4,38.1,92.4,803.6,965.3
