report_year,Population,Violent,Homicides,Rapes,Assaults,Robberies,Total_CrimeRate,Homicides_Rate,Rapes Rate,Assaults_Rate,Robberies_Rate
2013,609136,2941,14,234,1776,917,482.8,2.3,38.4,291.6,150.5
2013,677793,3502,51,146,1722,1583,516.7,7.5,21.5,254.1,233.6
2013,428993,1683,12,79,987,605,392.3,2.8,18.4,230.1,141.0
2013,478182,3137,34,95,1850,1158,656.0,7.1,19.9,386.9,242.2
2013,190246,1487,7,213,846,421,781.6,3.7,112.0,444.7,221.3
2013,1399725,8828,72,663,5901,2192,630.7,5.1,47.4,421.6,156.6
2013,1349306,5303,39,316,3492,1456,393.0,2.9,23.4,258.8,107.9
2013,833863,7064,48,161,2653,4202,847.1,5.8,19.3,318.2,503.9
2013,992143,3215,38,270,1812,1095,324.1,3.8,27.2,182.6,110.4
2013,642814,3760,18,154,1986,1602,584.9,2.8,24.0,309.0,249.2
2013,318563,5077,120,333,3167,1457,1593.7,37.7,104.5,994.2,457.4
2013,1340833,1599,27,22,930,620,119.3,2.0,1.6,69.4,46.2
2013,351314,2097,28,78,1411,580,596.9,8.0,22.2,401.6,165.1
2013,525486,3368,47,216,2103,1002,640.9,8.9,41.1,400.2,190.7
2013,394498,3827,60,373,2400,994,970.1,15.2,94.6,608.4,252.0
2013,450687,738,17,147,269,305,163.8,3.8,32.6,59.7,67.7
2013,646449,7880,103,393,3724,3660,1219.0,15.9,60.8,576.1,566.2
2013,386486,3069,15,250,2337,467,794.1,3.9,64.7,604.7,120.8
2014,558874,4934,30,402,3121,1381,882.9,5.4,71.9,558.4,247.1
2014,382976,1854,13,206,1142,493,484.1,3.4,53.8,298.2,128.7
2014,454363,5577,93,151,3004,2329,1227.4,20.5,33.2,661.2,512.6
2014,350948,1430,9,273,734,414,407.5,2.6,77.8,209.2,118.0
2014,903924,3581,32,571,2105,873,396.2,3.5,63.2,232.9,96.6
2014,828871,4024,25,97,2390,1512,485.5,3.0,11.7,288.3,182.4
2014,623513,8346,211,245,4213,3677,1338.5,33.8,39.3,675.7,589.7
2014,654413,4749,53,280,2736,1680,725.7,8.1,42.8,418.1,256.7
2014,258419,3173,60,173,1663,1277,1227.9,23.2,67.0,643.5,494.2
2014,856916,5054,47,210,3211,1586,589.8,5.5,24.5,374.7,185.1
2014,2724121,24133,415,1388,12530,9800,885.9,15.2,51.0,460.0,359.8
2014,297671,2719,60,248,1053,1358,913.4,20.2,83.3,353.8,456.2
2014,388655,5205,63,495,1655,2992,1339.2,16.2,127.4,425.8,769.8
2014,830811,4640,85,787,1656,2112,558.5,10.2,94.7,199.3,254.2
2014,1272396,8457,116,781,3704,3856,664.7,9.1,61.4,291.1,303.1
2014,665353,4002,31,471,2412,1088,601.5,4.7,70.8,362.5,163.5
2014,684694,13622,298,557,9194,3573,1989.5,43.5,81.4,1342.8,521.8
2014,680273,2671,21,335,1900,415,392.6,3.1,49.2,279.3,61.0
2014,1101700,969,10,159,400,400,88.0,0.9,14.4,36.3,36.3
2014,804907,4492,53,570,2729,1140,558.1,6.6,70.8,339.1,141.6
2014,513187,2382,47,53,1501,781,464.2,9.2,10.3,292.5,152.2
2014,994034,2273,19,320,1166,768,228.7,1.9,32.2,117.3,77.3
2014,2219933,22008,242,812,10768,10186,991.4,10.9,36.6,485.1,458.8
2014,858238,10768,136,573,6251,3808,1254.7,15.9,66.8,728.4,443.7
2014,856021,5853,96,479,3859,1419,683.7,11.2,56.0,450.8,165.8
2014,468417,5892,79,412,3775,1626,1257.9,16.9,88.0,805.9,347.1
2014,1530899,12876,122,780,7089,4885,841.1,8.0,51.0,463.1,319.1
2014,471123,2304,23,110,1282,889,489.0,4.9,23.4,272.1,188.7
2014,1111939,5091,71,201,3539,1280,457.9,6.4,18.1,318.3,115.1
2014,3906772,19171,260,1126,9836,7949,490.7,6.7,28.8,251.8,203.5
2014,677710,4015,56,194,2233,1532,592.4,8.3,28.6,329.5,226.1
2014,654922,11420,139,519,7477,3285,1743.7,21.2,79.3,1141.7,501.6
2014,462092,2119,13,252,1385,469,458.6,2.8,54.5,299.7,101.5
2014,1195232,6571,84,421,4231,1835,549.8,7.0,35.2,354.0,153.5
2014,421996,4473,81,110,2492,1790,1060.0,19.2,26.1,590.5,424.2
2014,600374,8914,86,396,4877,3555,1484.7,14.3,66.0,812.3,592.1
2014,404461,4093,31,389,1802,1871,1012.0,7.7,96.2,445.5,462.6
2014,1009176,1648,17,119,892,620,163.3,1.7,11.8,88.4,61.4
2014,647689,7289,42,491,5227,1529,1125.4,6.5,75.8,807.0,236.1
2014,1061175,1329,6,103,670,550,125.2,0.6,9.7,63.1,51.8
2014,387113,3770,150,244,1906,1470,973.9,38.8,63.0,492.4,379.7
2014,8473938,50564,333,2190,31460,16581,596.7,3.9,25.8,371.3,195.7
2014,279110,3009,94,49,944,1922,1078.1,33.7,17.6,338.2,688.6
2014,409994,6910,80,209,3140,3481,1685.4,19.5,51.0,765.9,849.0
2014,617975,4782,45,434,3177,1126,773.8,7.3,70.2,514.1,182.2
2014,438465,2458,32,180,1523,723,560.6,7.3,41.1,347.4,164.9
2014,259675,2340,15,167,1538,620,901.1,5.8,64.3,592.3,238.8
2014,1559062,15925,248,1207,7500,6970,1021.5,15.9,77.4,481.1,447.1
2014,1529852,8749,114,1006,4677,2952,571.9,7.5,65.8,305.7,193.0
2014,307613,2455,69,91,1309,986,798.1,22.4,29.6,425.5,320.5
2014,615672,2911,26,262,1776,847,472.8,4.2,42.6,288.5,137.6
2014,685191,3161,39,171,1490,1461,461.3,5.7,25.0,217.5,213.2
2014,438363,1730,16,82,953,679,394.7,3.7,18.7,217.4,154.9
2014,482767,2968,28,78,1862,1000,614.8,5.8,16.2,385.7,207.1
2014,192368,1452,7,223,773,449,754.8,3.6,115.9,401.8,233.4
2014,1428465,7704,103,1077,4747,1777,539.3,7.2,75.4,332.3,124.4
2014,1368690,5214,32,371,3493,1318,381.0,2.3,27.1,255.2,96.3
2014,850294,6761,45,355,3137,3224,795.1,5.3,41.8,368.9,379.2
2014,1009679,3242,32,306,1832,1072,321.1,3.2,30.3,181.4,106.2
2014,663410,4005,26,154,2258,1567,603.7,3.9,23.2,340.4,236.2
2014,318574,5348,159,279,3348,1562,1678.7,49.9,87.6,1050.9,490.3
2014,1341453,1576,29,111,869,567,117.5,2.2,8.3,64.8,42.3
2014,357124,2080,28,62,1476,514,582.4,7.8,17.4,413.3,143.9
2014,527328,3443,35,399,2021,988,652.9,6.6,75.7,383.3,187.4
2014,399556,3217,46,313,1938,920,805.1,11.5,78.3,485.0,230.3
2014,451102,667,17,115,285,250,147.9,3.8,25.5,63.2,55.4
2014,658893,7810,105,470,4004,3231,1185.3,15.9,71.3,607.7,490.4
2014,387493,2939,21,243,2179,496,758.5,5.4,62.7,562.3,128.0
2015,559721,5406,43,404,3273,1686,965.8,7.7,72.2,584.8,301.2
2015,387565,1946,8,208,1201,529,502.1,2.1,53.7,309.9,136.5
2015,464710,5203,94,170,2944,1995,1119.6,20.2,36.6,633.5,429.3
2015,360237,1660,24,352,837,447,460.8,6.7,97.7,232.4,124.1
2015,938728,3497,23,487,2058,929,372.5,2.5,51.9,219.2,99.0
2015,621252,9542,344,287,4598,4313,1535.9,55.4,46.2,740.1,694.2
2015,665258,4702,38,240,2873,1551,706.8,5.7,36.1,431.9,233.1
2015,258096,2887,41,173,1640,1033,1118.6,15.9,67.0,635.4,400.2
2015,877817,5948,61,216,3724,1947,677.6,7.0,24.6,424.2,221.8
2015,2728695,24663,478,1432,13104,9649,903.8,17.5,52.5,480.2,353.6
2015,298478,2761,66,236,1196,1263,925.0,22.1,79.1,400.7,423.2
2015,847745,4631,77,806,1508,2240,546.3,9.1,95.1,177.9,264.2
2015,1301977,9038,136,782,3943,4177,694.2,10.5,60.1,302.9,320.8
2015,682418,4599,53,548,2768,1230,673.9,7.8,80.3,405.6,180.2
2015,673225,11846,295,530,7564,3457,1759.6,43.8,78.7,1123.6,513.5
2015,686077,2515,17,322,1766,410,366.6,2.5,46.9,257.4,59.8
2015,1101700,974,14,130,387,443,88.4,1.3,11.8,35.1,40.2
2015,829731,4359,56,516,2806,981,525.4,6.8,62.2,338.2,118.2
2015,520837,2871,39,167,1653,1012,551.2,7.5,32.1,317.4,194.3
2015,999307,2437,15,318,1208,896,243.9,1.5,31.8,120.9,89.7
2015,2275221,21994,303,986,10427,10278,966.7,13.3,43.3,458.3,451.7
2015,863675,11124,148,677,6497,3802,1288.0,17.1,78.4,752.3,440.2
2015,867258,5622,97,471,3656,1398,648.3,11.2,54.3,421.6,161.2
2015,473373,6709,109,366,4531,1703,1417.3,23.0,77.3,957.2,359.8
2015,1562134,14383,127,1107,8139,5010,920.7,8.1,70.9,521.0,320.7
2015,476318,2766,36,177,1499,1054,580.7,7.6,37.2,314.7,221.3
2015,1111939,5173,98,304,3559,1212,465.2,8.8,27.3,320.1,109.0
2015,3962726,25156,282,2209,13713,8952,634.8,7.1,55.7,346.1,225.9
2015,680550,4300,81,205,2469,1545,631.8,11.9,30.1,362.8,227.0
2015,657936,11449,135,530,7653,3131,1740.1,20.5,80.6,1163.2,475.9
2015,471034,1972,16,241,1307,408,418.7,3.4,51.2,277.5,86.6
2015,1195232,6179,86,379,4053,1661,517.0,7.2,31.7,339.1,139.0
2015,437969,4473,75,80,2637,1681,1021.3,17.1,18.3,602.1,383.8
2015,600400,9583,145,436,5253,3749,1596.1,24.2,72.6,874.9,624.4
2015,413479,4395,47,407,2045,1896,1062.9,11.4,98.4,494.6,458.6
2015,1009176,1964,29,269,1060,606,194.6,2.9,26.7,105.0,60.1
2015,658029,7245,72,507,4819,1847,1101.0,10.9,77.1,732.3,280.7
2015,1061175,1318,13,68,682,555,124.2,1.2,6.4,64.3,52.3
2015,393447,3736,164,409,1666,1497,949.6,41.7,104.0,423.4,380.5
2015,8550861,50088,352,2244,30546,16946,585.8,4.1,26.2,357.2,198.2
2015,279110,3072,107,104,1068,1793,1100.6,38.3,37.3,382.6,642.4
2015,419481,6051,85,285,2391,3290,1442.5,20.3,67.9,570.0,784.3
2015,630621,4828,73,480,3083,1192,765.6,11.6,76.1,488.9,189.0
2015,452252,2329,48,174,1452,655,515.0,10.6,38.5,321.1,144.8
2015,268438,2525,32,182,1789,522,940.6,11.9,67.8,666.5,194.5
2015,1567810,16132,280,1322,7765,6765,1029.0,17.9,84.3,495.3,431.5
2015,1559744,9261,112,1016,5113,3020,593.8,7.2,65.1,327.8,193.6
2015,306870,2167,57,82,1170,858,706.2,18.6,26.7,381.3,279.6
2015,685191,3256,66,248,1583,1359,475.2,9.6,36.2,231.0,198.3
2015,438363,1676,17,108,873,678,382.3,3.9,24.6,199.2,154.7
2015,489717,3611,43,105,2289,1174,737.4,8.8,21.4,467.4,239.7
2015,191992,1642,8,291,874,469,855.2,4.2,151.6,455.2,244.3
2015,1463586,8594,94,1049,5465,1986,587.2,6.4,71.7,373.4,135.7
2015,1400467,5582,37,566,3601,1378,398.6,2.6,40.4,257.1,98.4
2015,863782,6710,53,344,2703,3610,776.8,6.1,39.8,312.9,417.9
2015,1031458,3400,30,375,1855,1140,329.6,2.9,36.4,179.8,110.5
2015,683700,4093,23,144,2394,1532,598.7,3.4,21.1,350.2,224.1
2015,317095,5762,188,263,3521,1790,1817.1,59.3,82.9,1110.4,564.5
2015,1341453,1675,24,79,895,677,124.9,1.8,5.9,66.7,50.5
2015,364383,2298,34,77,1516,671,630.7,9.3,21.1,416.1,184.2
2015,529675,3472,31,422,1960,1059,655.5,5.9,79.7,370.0,199.9
2015,401520,3628,55,365,2354,854,903.6,13.7,90.9,586.3,212.7
2015,452797,626,19,103,234,270,138.3,4.2,22.8,51.7,59.6
2015,672228,8084,162,494,4024,3404,1202.6,24.1,73.5,598.6,506.4
2015,389824,3839,27,349,2730,733,984.8,6.9,89.5,700.3,188.0
